"xs" "ys" "goodcol" "goodcex" "goodpch" "goodbg"
"98" 307.007638658253 648.401198487156 4 2 21 4
"99" 311.989372301561 656.358367306842 4 2 21 4
"100" 306.011291929591 657.684562110123 4 2 21 4
"101" 307.007638658253 666.967925733091 4 2 21 4
"102" 309.996678844238 678.903678962621 4 2 21 4
"103" 303.022251743607 678.903678962621 4 2 21 4
"104" 300.033211557622 688.187042585589 4 2 21 4
"105" 290.069744271006 696.144211405275 4 2 21 4
"106" 281.102623713052 701.4489906184 4 2 21 4
"107" 273.13184988376 693.491821798713 4 2 21 4
"108" 271.139156426436 701.4489906184 4 2 21 4
"109" 262.172035868482 693.491821798713 4 2 21 4
"110" 261.175689139821 678.903678962621 4 2 21 4
"111" 339.887080704085 539.653224618105 4 2 21 4
"112" 335.901693789439 537.000835011543 4 2 21 4
"113" 333.909000332116 556.893757060759 4 2 21 4
"114" 341.879774161408 559.546146667322 4 2 21 4
"115" 336.8980405181 571.481899896852 4 2 21 4
"116" 336.8980405181 583.417653126382 4 2 21 4
"117" 336.8980405181 595.353406355911 4 2 21 4
"118" 338.890733975423 608.615354388722 4 2 21 4
"119" 336.8980405181 613.920133601847 4 2 21 4
"120" 333.909000332116 619.224912814971 4 2 21 4
"121" 341.879774161408 623.203497224815 4 2 21 4
"122" 345.865161076054 617.89871801169 4 2 21 4
"123" 353.835934905347 617.89871801169 4 2 21 4
"124" 356.824975091332 617.89871801169 4 2 21 4
"125" 363.799402191963 621.877302421533 4 2 21 4
"126" 366.788442377948 619.224912814971 4 2 21 4
"127" 375.755562935902 616.572523208409 4 2 21 4
"128" 381.733643307871 607.289159585441 4 2 21 4
"129" 381.733643307871 603.310575175598 4 2 21 4
"130" 381.733643307871 586.070042732944 4 2 21 4
"131" 380.73729657921 579.439068716538 4 2 21 4
"132" 366.788442377948 578.112873913257 4 2 21 4
"133" 363.799402191963 578.112873913257 4 2 21 4
"134" 351.843241448024 578.112873913257 4 2 21 4
"135" 344.868814347393 580.765263519819 4 2 21 4
"136" 341.879774161408 578.112873913257 4 2 21 4
"137" 356.824975091332 572.808094700133 4 2 21 4
"138" 365.792095649286 574.134289503414 4 2 21 4
"139" 369.777482563932 558.219951864041 4 2 21 4
"140" 375.755562935902 559.546146667322 4 2 21 4
"141" 376.751909664563 555.567562257478 4 2 21 4
"142" 384.722683493856 539.653224618105 4 2 21 4
"143" 391.697110594487 539.653224618105 4 2 21 4
"144" 390.700763865825 533.0222506017 4 2 21 4
"145" 381.733643307871 533.0222506017 4 2 21 4
"146" 379.740949850548 546.284198634511 4 2 21 4
"147" 373.762869478579 563.524731077165 4 2 21 4
"148" 366.788442377948 571.481899896852 4 2 21 4
"149" 366.788442377948 572.808094700133 4 2 21 4
"150" 409.631351710395 458.755341617958 4 2 21 4
"151" 414.613085353703 460.081536421239 4 2 21 4
"152" 413.616738625042 474.669679257331 4 2 21 4
"153" 409.631351710395 477.322068863893 4 2 21 4
"154" 415.609432082365 493.236406503266 4 2 21 4
"155" 415.609432082365 498.541185716391 4 2 21 4
"156" 412.62039189638 506.498354536077 4 2 21 4
"157" 409.631351710395 511.803133749202 4 2 21 4
"158" 409.631351710395 523.738886978732 4 2 21 4
"159" 412.62039189638 537.000835011543 4 2 21 4
"160" 409.631351710395 542.305614224667 4 2 21 4
"161" 418.598472268349 542.305614224667 4 2 21 4
"162" 421.587512454334 539.653224618105 4 2 21 4
"163" 421.587512454334 527.717471388575 4 2 21 4
"164" 423.580205911657 523.738886978732 4 2 21 4
"165" 425.57289936898 514.455523355764 4 2 21 4
"166" 426.569246097642 511.803133749202 4 2 21 4
"167" 430.554633012288 499.867380519672 4 2 21 4
"168" 430.554633012288 491.910211699985 4 2 21 4
"169" 429.558286283627 487.931627290142 4 2 21 4
"170" 438.525406841581 474.669679257331 4 2 21 4
"171" 435.536366655596 466.712510437644 4 2 21 4
"172" 442.510793756227 454.776757208114 4 2 21 4
"173" 441.514447027566 454.776757208114 4 2 21 4
"174" 441.514447027566 470.691094847488 4 2 21 4
"175" 443.507140484889 475.995874060612 4 2 21 4
"176" 446.496180670873 481.300653273736 4 2 21 4
"177" 446.496180670873 485.27923768358 4 2 21 4
"178" 449.485220856858 490.584016896704 4 2 21 4
"179" 451.477914314181 502.519770126234 4 2 21 4
"180" 451.477914314181 510.476938945921 4 2 21 4
"181" 456.459647957489 523.738886978732 4 2 21 4
"182" 460.445034872135 529.043666191856 4 2 21 4
"183" 460.445034872135 538.327029814824 4 2 21 4
"184" 462.437728329459 539.653224618105 4 2 21 4
"185" 468.415808701428 539.653224618105 4 2 21 4
"186" 471.404848887413 538.327029814824 4 2 21 4
"187" 464.430421786782 533.0222506017 4 2 21 4
"188" 470.408502158751 526.391276585294 4 2 21 4
"189" 468.415808701428 518.434107765607 4 2 21 4
"190" 468.415808701428 502.519770126234 4 2 21 4
"191" 471.404848887413 494.562601306548 4 2 21 4
"192" 468.415808701428 493.236406503266 4 2 21 4
"193" 465.426768515443 485.27923768358 4 2 21 4
"194" 469.41215543009 475.995874060612 4 2 21 4
"195" 466.423115244105 473.34348445405 4 2 21 4
"196" 465.426768515443 464.060120831082 4 2 21 4
"197" 471.404848887413 458.755341617958 4 2 21 4
"198" 466.423115244105 454.776757208114 4 2 21 4
"199" 465.426768515443 453.450562404833 4 2 21 4
"200" 464.430421786782 465.386315634363 4 2 21 4
"201" 465.426768515443 465.386315634363 4 2 21 4
"202" 496.313517103952 377.85745861781 4 2 21 4
"203" 492.328130189306 373.878874207967 4 2 21 4
"204" 502.291597475922 384.488432634216 4 2 21 4
"205" 496.313517103952 384.488432634216 4 2 21 4
"206" 496.313517103952 387.140822240778 4 2 21 4
"207" 496.313517103952 396.424185863746 4 2 21 4
"208" 496.313517103952 396.424185863746 4 2 21 4
"209" 501.29525074726 399.076575470308 4 2 21 4
"210" 504.284290933245 400.402770273589 4 2 21 4
"211" 504.284290933245 408.359939093276 4 2 21 4
"212" 501.29525074726 411.012328699838 4 2 21 4
"213" 509.266024576553 421.621887126087 4 2 21 4
"214" 509.266024576553 425.60047153593 4 2 21 4
"215" 506.276984390568 432.231445552336 4 2 21 4
"216" 510.262371305214 438.862419568741 4 2 21 4
"217" 519.229491863168 453.450562404833 4 2 21 4
"218" 520.22583859183 461.40773122452 4 2 21 4
"219" 525.207572235138 461.40773122452 4 2 21 4
"220" 524.211225506476 450.798172798271 4 2 21 4
"221" 530.189305878446 438.862419568741 4 2 21 4
"222" 530.189305878446 434.883835158898 4 2 21 4
"223" 529.192959149784 428.252861142492 4 2 21 4
"224" 536.167386250415 417.643302716243 4 2 21 4
"225" 534.174692793092 408.359939093276 4 2 21 4
"226" 541.149119893723 401.72896507687 4 2 21 4
"227" 540.152773165061 396.424185863746 4 2 21 4
"228" 540.152773165061 391.119406650621 4 2 21 4
"229" 545.134506808369 375.205069011248 4 2 21 4
"230" 552.108933909 373.878874207967 4 2 21 4
"231" 545.134506808369 372.552679404686 4 2 21 4
"232" 543.141813351046 385.814627437497 4 2 21 4
"233" 539.1564264364 397.750380667027 4 2 21 4
"234" 536.167386250415 404.381354683432 4 2 21 4
"235" 529.192959149784 404.381354683432 4 2 21 4
"236" 524.211225506476 404.381354683432 4 2 21 4
"237" 516.240451677184 405.707549486714 4 2 21 4
"238" 506.276984390568 404.381354683432 4 2 21 4
"239" 505.280637661906 401.72896507687 4 2 21 4
"240" 501.29525074726 401.72896507687 4 2 21 4
"241" 516.240451677184 405.707549486714 4 2 21 4
"242" 528.196612421122 405.707549486714 4 2 21 4
"243" 534.174692793092 405.707549486714 4 2 21 4
"244" 533.17834606443 405.707549486714 4 2 21 4
"245" 601.926270342079 292.98099120782 4 2 21 4
"246" 599.933576884756 291.654796404539 4 2 21 4
"247" 598.937230156094 307.569134043912 4 2 21 4
"248" 599.933576884756 311.547718453755 4 2 21 4
"249" 604.915310528064 316.85249766688 4 2 21 4
"250" 603.918963799402 320.831082076723 4 2 21 4
"251" 597.940883427433 328.78825089641 4 2 21 4
"252" 601.926270342079 332.766835306253 4 2 21 4
"253" 599.933576884756 340.724004125939 4 2 21 4
"254" 594.951843241448 348.681172945626 4 2 21 4
"255" 600.929923613417 351.333562552188 4 2 21 4
"256" 600.929923613417 357.964536568594 4 2 21 4
"257" 600.929923613417 368.574094994843 4 2 21 4
"258" 600.929923613417 373.878874207967 4 2 21 4
"259" 595.94818997011 383.162237830935 4 2 21 4
"260" 588.973762869479 383.162237830935 4 2 21 4
"261" 579.010295582863 383.162237830935 4 2 21 4
"262" 572.035868482232 383.162237830935 4 2 21 4
"263" 570.043175024909 381.836043027654 4 2 21 4
"264" 580.006642311525 380.509848224373 4 2 21 4
"265" 590.966456326802 380.509848224373 4 2 21 4
"266" 594.951843241448 380.509848224373 4 2 21 4
"267" 604.915310528064 380.509848224373 4 2 21 4
"268" 614.878777814679 380.509848224373 4 2 21 4
"269" 620.856858186649 380.509848224373 4 2 21 4
"270" 624.842245101295 380.509848224373 4 2 21 4
"271" 630.820325473265 383.162237830935 4 2 21 4
"272" 630.820325473265 380.509848224373 4 2 21 4
"273" 618.864164729326 377.85745861781 4 2 21 4
"274" 603.918963799402 377.85745861781 4 2 21 4
"275" 683.626702092328 222.692666633921 4 2 21 4
"276" 680.637661906343 220.040277027359 4 2 21 4
"277" 679.641315177682 218.714082224078 4 2 21 4
"278" 679.641315177682 229.323640650327 4 2 21 4
"279" 683.626702092328 239.933199076576 4 2 21 4
"280" 681.634008635005 241.259393879857 4 2 21 4
"281" 678.64496844902 242.585588683138 4 2 21 4
"282" 680.637661906343 253.195147109387 4 2 21 4
"283" 681.634008635005 267.783289945479 4 2 21 4
"284" 678.64496844902 274.414263961884 4 2 21 4
"285" 675.655928263035 281.04523797829 4 2 21 4
"286" 681.634008635005 286.350017191414 4 2 21 4
"287" 681.634008635005 291.654796404539 4 2 21 4
"288" 678.64496844902 298.285770420944 4 2 21 4
"289" 682.630355363666 302.264354830787 4 2 21 4
"290" 681.634008635005 302.264354830787 4 2 21 4
"291" 677.648621720359 302.264354830787 4 2 21 4
"292" 678.64496844902 302.264354830787 4 2 21 4
"293" 679.641315177682 335.419224912815 4 2 21 4
"294" 677.648621720359 338.071614519377 4 2 21 4
"295" 678.64496844902 334.093030109534 4 2 21 4
"296" 673.663234805712 334.093030109534 4 2 21 4
"297" 679.641315177682 342.05019892922 4 2 21 4
"298" 682.630355363666 342.05019892922 4 2 21 4
"299" 747.392892726669 216.061692617516 4 2 21 4
"300" 740.418465626038 214.735497814235 4 2 21 4
"301" 737.429425440053 208.104523797829 4 2 21 4
"302" 738.425772168715 198.821160174861 4 2 21 4
"303" 735.43673198273 186.885406945331 4 2 21 4
"304" 733.444038525407 178.928238125645 4 2 21 4
"305" 732.447691796745 174.949653715801 4 2 21 4
"306" 734.440385254068 163.013900486271 4 2 21 4
"307" 734.440385254068 159.035316076428 4 2 21 4
"308" 738.425772168715 152.404342060023 4 2 21 4
"309" 743.407505812023 149.75195245346 4 2 21 4
"310" 742.411159083361 141.794783633774 4 2 21 4
"311" 747.392892726669 140.468588830493 4 2 21 4
"312" 754.3673198273 136.490004420649 4 2 21 4
"313" 760.345400199269 132.511420010806 4 2 21 4
"314" 764.330787113916 132.511420010806 4 2 21 4
"315" 762.338093656592 136.490004420649 4 2 21 4
"316" 767.3198272999 140.468588830493 4 2 21 4
"317" 773.29790767187 141.794783633774 4 2 21 4
"318" 775.290601129193 144.447173240336 4 2 21 4
"319" 782.265028229824 152.404342060023 4 2 21 4
"320" 785.254068415809 159.035316076428 4 2 21 4
"321" 787.246761873132 176.275848519083 4 2 21 4
"322" 787.246761873132 178.928238125645 4 2 21 4
"323" 792.22849551644 188.211601748612 4 2 21 4
"324" 792.22849551644 193.516380961737 4 2 21 4
"325" 789.239455330455 196.168770568299 4 2 21 4
"326" 784.257721687147 205.452134191267 4 2 21 4
"327" 780.272334772501 208.104523797829 4 2 21 4
"328" 773.29790767187 210.756913404391 4 2 21 4
"329" 772.301560943208 218.714082224078 4 2 21 4
"330" 762.338093656592 216.061692617516 4 2 21 4
"331" 761.341746927931 216.061692617516 4 2 21 4
"332" 760.345400199269 220.040277027359 4 2 21 4
"333" 758.352706741946 224.018861437202 4 2 21 4
"334" 755.363666555961 218.714082224078 4 2 21 4
"335" 755.363666555961 218.714082224078 4 2 21 4
"336" 751.378279641315 218.714082224078 4 2 21 4
"337" 748.38923945533 210.756913404391 4 2 21 4
"338" 744.403852540684 210.756913404391 4 2 21 4
"339" 739.422118897376 210.756913404391 4 2 21 4
"340" 738.425772168715 200.147354978142 4 2 21 4
"341" 734.440385254068 197.49496537158 4 2 21 4
"342" 733.444038525407 188.211601748612 4 2 21 4
"343" 728.462304882099 185.55921214205 4 2 21 4
"344" 729.458651610761 172.297264109239 4 2 21 4
"345" 732.447691796745 163.013900486271 4 2 21 4
"346" 731.451345068084 160.361510879709 4 2 21 4
"347" 733.444038525407 157.709121273147 4 2 21 4
"348" 818.133510461641 55.592121420502 4 2 21 4
"349" 811.159083361009 55.592121420502 4 2 21 4
"350" 815.144470275656 67.5278746500319 4 2 21 4
"351" 817.137163732979 72.8326538631564 4 2 21 4
"352" 813.151776818333 83.4422122894052 4 2 21 4
"353" 819.129857190302 91.3993811090918 4 2 21 4
"354" 814.148123546994 105.987523945184 4 2 21 4
"355" 818.133510461641 113.944692764871 4 2 21 4
"356" 817.137163732979 128.532835600963 4 2 21 4
"357" 818.133510461641 136.490004420649 4 2 21 4
"358" 820.126203918964 141.794783633774 4 2 21 4
"359" 821.122550647625 141.794783633774 4 2 21 4
"360" 824.11159083361 128.532835600963 4 2 21 4
"361" 831.086017934241 117.923277174714 4 2 21 4
"362" 830.089671205579 115.270887568152 4 2 21 4
"363" 833.078711391564 112.618497961589 4 2 21 4
"364" 837.06409830621 109.966108355027 4 2 21 4
"365" 840.053138492195 108.639913551746 4 2 21 4
"366" 837.06409830621 102.008939535341 4 2 21 4
"367" 840.053138492195 94.051770715654 4 2 21 4
"368" 843.04217867818 90.0731863058107 4 2 21 4
"369" 850.016605778811 83.4422122894052 4 2 21 4
"370" 848.023912321488 82.1160174861241 4 2 21 4
"371" 854.998339422119 67.5278746500319 4 2 21 4
"372" 857.987379608104 59.5707058303453 4 2 21 4
"373" 861.97276652275 59.5707058303453 4 2 21 4
"374" 862.969113251411 59.5707058303453 4 2 21 4
"375" 861.97276652275 64.8754850434697 4 2 21 4
"376" 860.976419794088 72.8326538631564 4 2 21 4
"377" 861.97276652275 87.4207966992485 4 2 21 4
"378" 860.976419794088 95.3779655189351 4 2 21 4
"379" 861.97276652275 100.68274473206 4 2 21 4
"380" 863.965459980073 105.987523945184 4 2 21 4
"381" 863.965459980073 115.270887568152 4 2 21 4
"382" 859.980073065427 116.597082371433 4 2 21 4
"383" 860.976419794088 121.901861584557 4 2 21 4
"384" 860.976419794088 131.185225207525 4 2 21 4
"385" 859.980073065427 143.120978437055 4 2 21 4
"386" 864.961806708734 144.447173240336 4 2 21 4
"387" 864.961806708734 144.447173240336 4 2 21 4
"388" 862.969113251411 144.447173240336 4 2 21 4
"389" 861.97276652275 144.447173240336 4 2 21 4
"390" 857.987379608104 144.447173240336 4 2 21 4
"391" 629.682351730298 330.654632249985 1 0.5 21 1
"392" 551.89216445433 387.145020695207 1 0.5 21 1
"393" 213.524532527663 696.885458407176 1 0.5 21 1
"394" 67.2064819023944 837.113325706526 1 0.5 21 1
"395" 686.466738150921 199.121552515769 1 0.5 21 1
"396" 103.356027347036 835.557628775725 1 0.5 21 1
"397" 123.337354348041 840.873233393806 1 0.5 21 1
"398" 260.683893167879 662.066419953111 1 0.5 21 1
"399" 583.976299455389 367.562036271963 1 0.5 21 1
"400" -31.3307202071883 979.131304270541 1 0.5 21 1
"401" 523.243347089738 407.486238808594 1 0.5 21 1
"402" 736.180777044501 182.893125803579 1 0.5 21 1
"403" 508.013594988734 435.258084141472 1 0.5 21 1
"404" 91.2988549680449 896.768783166054 1 0.5 21 1
"405" 194.382887508254 780.383745881713 1 0.5 21 1
"406" 896.765662299003 50.2651387273911 1 0.5 21 1
"407" 945.16926065553 -38.7898379436041 1 0.5 21 1
"408" 531.163490901235 387.495551248059 1 0.5 21 1
"409" 846.013059886172 129.835097520991 1 0.5 21 1
"410" 557.554457371589 321.319695867266 1 0.5 21 1
"411" 167.36661279574 682.86895776474 1 0.5 21 1
"412" 865.161102742422 96.6471002391178 1 0.5 21 1
"413" 918.723906460218 13.5406380778074 1 0.5 21 1
"414" 295.003237761557 633.145631241122 1 0.5 21 1
"415" 373.870603181422 570.906321827687 1 0.5 21 1
"416" -25.8916587452404 1038.65923978366 1 0.5 21 1
"417" 914.739502361044 -4.74320569485475 1 0.5 21 1
"418" 26.6315341345035 950.564269301962 1 0.5 21 1
"419" 373.563472297974 602.749813687286 1 0.5 21 1
"420" 292.723729810677 647.081978178595 1 0.5 21 1
"421" 589.698152395431 291.910652466122 1 0.5 21 1
"422" 822.566727770027 152.13838373434 1 0.5 21 1
"423" 982.017791899852 -65.8519704674109 1 0.5 21 1
"424" 858.179939643014 107.424949762638 1 0.5 21 1
"425" 997.083259187639 -113.036817055151 1 0.5 21 1
"426" 450.13592899777 520.891055400709 1 0.5 21 1
"427" 95.3197802766226 853.285221772662 1 0.5 21 1
"428" 273.106755828485 665.802207204135 1 0.5 21 1
"429" 834.09757722402 156.982216782557 1 0.5 21 1
"430" 150.798117124941 702.353277289102 1 0.5 21 1
"431" 730.711425724439 227.349090494138 1 0.5 21 1
"432" 361.297215090599 583.010209116399 1 0.5 21 1
"433" 187.94383534696 753.617275774349 1 0.5 21 1
"434" 8.21101993788034 967.949405005326 1 0.5 21 1
"435" 489.528113289271 376.151222559386 1 0.5 21 1
"436" 230.425938183907 659.65117752027 1 0.5 21 1
"437" 397.445564332884 468.377612487921 1 0.5 21 1
"438" 778.514394816011 209.928228946074 1 0.5 21 1
"439" 243.245163094252 662.631557777766 1 0.5 21 1
"440" 180.369145877194 784.225092251581 1 0.5 21 1
"441" 752.098587527871 229.03336370543 1 0.5 21 1
"442" 530.564444349147 378.658769693365 1 0.5 21 1
"443" 5.05569946253672 936.347402439794 1 0.5 21 1
"444" 690.366363944486 210.903452197417 1 0.5 21 1
"445" 43.6016442952678 870.095955489929 1 0.5 21 1
"446" 243.923685594928 624.565690337702 1 0.5 21 1
"447" 909.970111306757 87.2470188534882 1 0.5 21 1
"448" 517.5996203674 401.093173061309 1 0.5 21 1
"449" 217.162691662088 687.444120293361 1 0.5 21 1
"450" 371.183760336135 577.50301976708 1 0.5 21 1
"451" 406.562091654632 568.639540608249 1 0.5 21 1
"452" 932.003435806837 45.8616411209946 1 0.5 21 1
"453" 258.895702415612 700.599063242537 1 0.5 21 1
"454" 857.853226782754 52.3883063339885 1 0.5 21 1
"455" 682.168550835922 266.498435919456 1 0.5 21 1
"456" 47.3305749706924 881.543605383986 1 0.5 21 1
"457" 626.609429868404 320.701174291374 1 0.5 21 1
"458" 279.640620411374 718.485553077129 1 0.5 21 1
"459" 105.643849552143 858.926676993909 1 0.5 21 1
"460" 811.178529541939 91.4673945927583 1 0.5 21 1
"461" 826.847933558747 86.1240085807628 1 0.5 21 1
"462" 460.964199888986 495.881887118032 1 0.5 21 1
"463" 564.213275106158 322.600766565955 1 0.5 21 1
"464" 528.65748925833 454.620775023231 1 0.5 21 1
"465" 305.420466826763 589.198255059065 1 0.5 21 1
"466" 620.101838221308 323.303451147891 1 0.5 21 1
"467" 547.881127800792 363.403115599319 1 0.5 21 1
"468" 953.685216652229 -24.8992154870209 1 0.5 21 1
"469" 123.559602291789 866.722330489275 1 0.5 21 1
"470" 25.2844770438969 926.56842883564 1 0.5 21 1
"471" 145.646977389697 807.595085976506 1 0.5 21 1
"472" 73.6141611938365 822.617950665259 1 0.5 21 1
"473" 160.07014537463 830.145891793756 1 0.5 21 1
"474" 494.994417263661 417.70660190478 1 0.5 21 1
"475" 628.435965836979 273.207533217417 1 0.5 21 1
"476" 858.662688091863 111.691143810742 1 0.5 21 1
"477" 845.057201548479 124.277123609474 1 0.5 21 1
"478" 270.72929374408 657.229890344077 1 0.5 21 1
"479" 792.397246288601 191.837656800917 1 0.5 21 1
"480" 670.323724544141 293.350740692337 1 0.5 21 1
"481" 616.333050758112 318.005193892671 1 0.5 21 1
"482" 289.921190019231 651.602578858769 1 0.5 21 1
"483" 508.180123812053 446.839994707503 1 0.5 21 1
"484" 555.784551426768 346.871312704207 1 0.5 21 1
"485" 736.766977317166 191.564375362635 1 0.5 21 1
"486" 574.699491530191 316.882815422843 1 0.5 21 1
"487" 144.539200374857 814.905805914917 1 0.5 21 1
"488" 480.54257807089 433.331693879379 1 0.5 21 1
"489" 980.060933681671 -54.8696491568057 1 0.5 21 1
"490" 224.176659749355 655.073543912496 1 0.5 21 1
"491" 835.904794512317 108.855261951275 1 0.5 21 1
"492" 449.304366915021 472.887067374964 1 0.5 21 1
"493" 921.370587660931 61.6460026413922 1 0.5 21 1
"494" 581.565512390807 386.771860381853 1 0.5 21 1
"495" 829.804465884808 72.6715364566817 1 0.5 21 1
"496" 747.450994222891 188.866576666607 1 0.5 21 1
"497" 0.545808288734406 960.9616627799 1 0.5 21 1
"498" 163.689665461425 806.975734524427 1 0.5 21 1
"499" 977.784473809879 -31.9821794113731 1 0.5 21 1
"500" 403.198866662569 550.138457087959 1 0.5 21 1
"501" 675.699907029048 309.567031414758 1 0.5 21 1
"502" 943.809208646417 38.1377418622245 1 0.5 21 1
"503" 659.351070830598 281.186873820921 1 0.5 21 1
"504" 984.04569568811 -75.4786627819917 1 0.5 21 1
"505" 60.160567658022 864.382169744393 1 0.5 21 1
"506" 995.99325847812 -4.76840183251356 1 0.5 21 1
"507" 962.971852114424 -65.7356793250835 1 0.5 21 1
"508" 185.366916237399 733.801472073659 1 0.5 21 1
"509" 701.279326842632 177.644242295798 1 0.5 21 1
"510" 668.990509468131 260.503763077714 1 0.5 21 1
"511" 119.772222964093 780.214017197057 1 0.5 21 1
"512" 378.329418983776 618.44522637156 1 0.5 21 1
"513" -27.6664565782994 930.069065135457 1 0.5 21 1
"514" 988.52548598079 -56.0989948698089 1 0.5 21 1
"515" 71.1267504375428 871.734826204399 1 0.5 21 1
"516" 723.146551568061 210.762219617834 1 0.5 21 1
"517" 889.355275977869 26.0499199807861 1 0.5 21 1
"518" 590.666617185343 326.482150664822 1 0.5 21 1
"519" -4.35716529609635 956.363497490611 1 0.5 21 1
"520" 167.008891329169 753.449565657086 1 0.5 21 1
"521" 321.591494989116 589.277276928819 1 0.5 21 1
"522" 728.529329912271 216.285621091478 1 0.5 21 1
